SalesOrderID,OrderQty,ProductID
43873,2,764
43873,2,749
43873,5,726
43873,5,729
43873,1,755
43873,1,738
43873,3,766
43873,3,722
43873,5,758
43873,5,760
43873,3,733
43873,2,768
43873,1,756
43873,5,707
43873,1,765
43873,2,711
43873,6,754
43873,3,730
43873,6,761
43873,5,763
43873,1,716
43873,5,715
43873,1,714
43873,4,762
43873,2,725
43873,2,753
43873,6,732
43874,1,763
43875,6,778
43875,2,747
43875,1,741
43875,2,709
43875,2,715
43875,7,774
43875,6,771
43875,2,707
43875,5,748
43875,12,773
43875,1,745
43875,13,775
43875,2,772
43875,8,776
43875,2,743
43875,2,712
43875,2,777
43875,3,716
43875,5,708
43875,3,742
43875,2,714
43876,2,762
43876,1,758
43876,3,763
43876,2,754
43876,2,725
43876,2,761
43876,2,770
43876,2,729
43877,4,715
43877,2,708
43877,5,709
43877,3,771
43877,2,775
43877,4,774
43877,1,778
43877,1,716
43877,1,711
43877,2,707
43878,1,772
43878,1,771
43879,3,762
43879,2,763
43879,3,760
43879,2,764
43879,2,715
43879,4,725
43879,4,714
43879,4,770
43879,3,730
43879,2,754
43879,2,726
43879,1,716
43879,2,766
43879,3,765
43879,3,729
43879,1,768
43879,5,708
43879,3,758
43879,1,756
43879,3,738
43879,2,755
43879,4,707
43879,5,711
43879,5,722
43879,1,753
43879,13,712
43880,3,760
43880,2,755
43880,3,762
43880,3,770
43880,1,766
43880,1,738
43880,1,732
43880,2,753
43880,2,756
43880,2,725
43880,2,758
43880,1,764
43880,1,768
43881,2,776
43881,2,778
43881,5,772
43881,3,774
43881,3,777
43881,2,714
43881,4,773
43881,21,709
43882,1,778
43883,2,726
43883,1,732
43883,2,763
43883,1,768
43883,2,770
43883,2,712
43883,2,760
43883,1,722
43883,1,725
43883,3,738
43883,1,749
43883,3,762
43883,3,758
43883,2,754
43883,2,761
43883,2,753
43883,2,765
43884,3,747
43884,4,708
43884,3,745
43884,10,715
43884,10,777
43884,5,776
43884,5,773
43884,3,741
43884,5,711
43884,4,778
43884,6,716
43884,1,748
43884,8,771
43884,8,712
43884,2,775
43884,3,743
43884,14,772
43884,4,707
43884,4,774
43884,4,709
43884,1,742
43884,1,714
43885,4,710
43885,8,709
43886,2,754
43886,1,763
43886,2,726
43886,1,768
43886,2,756
43886,3,711
43886,6,712
43886,1,708
43886,2,758
43886,2,770
43886,5,760
43886,1,733
43886,1,716
43886,1,730
43886,1,755
43886,1,722
43886,5,714
43886,1,766
43886,3,762
43886,2,753
43886,4,715
43887,1,765
43888,1,764
43888,1,755
43888,2,738
43888,1,725
43888,1,768
43888,2,760
43888,1,753
43888,2,756
43888,5,754
43888,2,770
43888,2,730
43888,2,763
43888,2,765
43888,1,726
43889,1,778
43889,2,716
43890,5,771
43890,2,777
43890,7,773
43890,2,774
43890,3,742
43890,5,772
43890,2,776
43890,1,748
43890,1,747
43890,8,775
43890,4,709
43890,3,778
43890,3,745
43891,2,775
43891,2,710
43891,1,778
43891,3,773
43891,3,771
43891,4,709
43891,2,776
43891,3,772
43891,2,777
43892,2,762
43892,3,715
43892,2,753
43892,3,712
43892,2,763
43892,5,760
43892,1,729
43892,2,711
43892,2,754
43892,3,770
43892,4,761
43892,3,758
43892,2,765
43893,1,770
43894,3,710
43894,2,777
43894,3,775
43894,4,776
43894,8,709
43894,5,778
43894,2,771
43895,6,712
43895,2,711
43895,2,748
43895,2,714
43895,4,716
43895,1,747
43895,1,743
43895,2,771
43895,4,778
43895,1,745
43895,2,775
43895,2,772
43895,4,776
43895,3,707
43895,3,708
43896,1,758
43896,1,770
43896,3,760
43896,4,762
43896,4,715
43897,2,716
43897,5,772
43897,2,778
43897,4,777
43897,2,775
43897,10,709
43897,2,715
43897,4,707
43897,6,771
43897,5,776
43897,4,708
43897,4,711
43897,1,774
43897,3,712
43898,13,770
43898,3,768
43898,4,755
43898,2,716
43898,7,712
43898,1,754
43898,5,707
43898,2,725
43898,6,711
43898,3,753
43898,8,708
43898,3,760
43898,11,715
43898,2,764
43898,4,729
43898,3,732
43898,2,756
43898,10,758
43898,3,714
43898,8,765
43898,2,738
43898,2,726
43898,7,762
43898,5,761
43898,5,722
43898,2,749
43898,6,763
43898,3,766
43899,2,716
43899,1,761
43899,2,765
43899,2,738
43899,1,760
43899,2,755
43899,1,753
43899,1,732
43899,2,758
43899,2,770
43899,1,762
43899,2,763
43899,2,754
43900,4,771
43900,4,710
43900,2,772
43900,2,776
43900,8,709
43900,1,777
43900,3,773
43900,2,778
43900,3,775
43901,3,772
43901,3,773
43901,1,711
43901,2,771
43901,1,776
43901,5,709
43901,6,715
43901,3,708
43901,2,707
43901,2,775
43902,1,714
43902,2,778
43902,3,774
43902,1,741
43902,5,748
43902,6,715
43902,3,771
43902,2,773
43902,6,777
43902,2,776
43902,3,775
43902,2,711
43902,1,747
43902,1,743
43902,2,712
43902,4,745
43902,1,716
43902,1,708
43902,6,709
43902,1,742
43903,1,707
43904,1,756
43904,2,725
43904,1,732
43904,4,763
43904,1,760
43904,1,755
43904,2,753
43904,2,761
43904,1,729
43904,1,738
43904,1,762
43904,1,758
43905,5,770
43905,2,725
43905,1,753
43905,1,763
43905,1,765
43905,1,738
43905,1,762
43905,2,758
43905,2,729
43905,1,755
43905,2,761
43906,5,775
43906,2,777
43906,26,709
43906,1,778
43906,5,715
43906,3,714
43906,7,712
43906,1,772
43906,3,774
43906,1,773
43906,3,776
43906,1,708
43906,2,711
43906,2,716
43907,2,715
43907,2,764
43907,2,730
43907,2,722
43907,1,765
43907,1,714
43907,1,753
43907,5,762
43907,2,707
43907,4,761
43907,1,708
43907,3,760
43907,1,729
43907,1,711
43907,4,763
43907,1,738
43907,1,726
43907,3,770
43907,1,756
43907,1,755
43907,3,716
43907,2,712
43908,1,733
43908,1,749
43908,2,715
43909,2,777
43909,3,776
43909,3,743
43909,1,741
43909,2,774
43909,3,778
43909,2,747
43909,1,745
43909,2,709
43910,2,762
43910,4,760
43910,4,758
43910,2,764
43910,2,749
43910,1,756
43910,1,733
43910,1,738
43910,3,770
43910,1,766
43910,1,768
43910,5,761
43910,1,732
43910,1,725
43910,2,726
43910,2,754
43911,7,760
43911,3,758
43911,4,738
43911,3,754
43911,2,725
43911,2,715
43911,4,762
43911,2,712
43911,3,763
43911,3,761
43911,5,711
43911,2,753
43911,1,765
43911,2,770
43911,3,729
43912,1,756
43912,4,732
43912,2,714
43912,1,760
43912,3,716
43912,5,761
43912,2,725
43912,1,755
43912,2,765
43912,1,729
43912,2,707
43912,2,770
43912,1,753
43912,1,708
43912,1,738
43912,3,754
43913,4,776
43913,2,771
43913,1,715
43913,1,772
43913,2,778
43913,1,708
43913,5,777
43913,4,775
43913,2,712
43913,5,707
43913,5,709
43913,2,711
43914,1,778
43914,4,709
43914,1,773
43914,1,776
43914,1,771
43915,2,778
43916,5,775
43916,3,714
43916,6,776
43916,2,708
43916,2,716
43916,3,774
43916,1,745
43916,2,711
43916,2,712
43916,2,773
43916,2,707
43916,2,741
43916,2,772
43916,6,715
43917,3,765
43917,3,763
43917,2,753
43917,2,738
43917,3,729
43917,3,711
43917,4,712
43917,5,754
43917,1,761
43917,3,762
43917,7,758
43917,6,715
43917,2,725
43917,2,770
43918,1,752
43919,1,753
43920,1,752
43921,1,752
43922,1,749
43923,1,751
43924,1,749
43925,1,753
43926,1,778
43927,1,753
43928,1,752
43929,1,760
43930,1,751
43931,1,752
43932,1,753
43933,1,774
43934,1,773
43935,1,766
43936,1,750
43937,1,751
43938,1,749
43939,1,751
43940,1,767
43941,1,753
43942,1,749
43943,1,768
43944,1,771
43945,1,749
43946,1,752
43947,1,749
43948,1,772
43949,1,749
43950,1,750
43951,1,750
43952,1,751
43953,1,770
43954,1,750
43955,1,753
43956,1,771
43957,1,752
43958,1,751
43959,1,775
43960,1,776
43961,1,750
43962,1,751
43963,1,753
43964,1,751
43965,1,778
43966,1,774
43967,1,752
43968,1,752
43969,1,749
43970,1,750
43971,1,753
43972,1,753
43973,1,751
43974,1,751
43975,1,751
43976,1,749
43977,1,751
43978,1,749
43979,1,760
43980,1,778
43981,1,753
43982,1,770
43983,1,753
43984,1,750
43985,1,752
43986,1,749
43987,1,749
43988,1,771
43989,1,751
43990,1,771
43991,1,749
43992,1,750
43993,1,753
43994,1,753
43995,1,751
43996,1,749
43997,1,749
43998,1,775
43999,1,750
44000,1,750
44001,1,752
44002,1,767
44003,1,770
44004,1,749
44005,1,766
44006,1,749
44007,1,759
44008,1,751
44009,1,753
44010,1,749
44011,1,749
44012,1,776
44013,1,751
44014,1,752
44015,1,750
44016,1,777
44017,1,749
44018,1,777
44019,1,749
44020,1,750
44021,1,775
44022,1,752
44023,1,776
44024,1,753
44025,1,753
44026,1,749
44027,1,749
44028,1,751
44029,1,777
44030,1,750
44031,1,752
44032,1,771
44033,1,753
44034,1,752
44035,1,751
44036,1,749
44037,1,763
44038,1,771
44039,1,770
44040,1,778
44041,1,752
44042,1,752
44043,1,750
44044,1,753
44045,1,771
44046,1,752
44047,1,771
44048,1,753
44049,1,753
44050,1,749
44051,1,749
44052,1,753
44053,1,768
44054,1,753
44055,1,749
44056,1,753
44057,1,768
44058,1,777
44059,1,752
44060,1,770
44061,1,749
44062,1,749
44063,1,771
44064,1,749
44065,1,749
44066,1,771
44067,1,749
44068,1,752
44069,1,776
44070,1,776
44071,1,752
44072,1,750
44073,1,778
44074,1,762
44074,1,712
44074,1,770
44075,1,773
44075,4,771
44075,1,777
44075,2,778
44075,2,709
44075,1,710
44075,2,775
44075,2,772
44075,1,776
44076,1,771
44076,1,772
44077,1,758
44077,2,770
44077,1,715
44077,2,708
44077,2,760
44077,3,754
44077,2,762
44077,1,707
44078,1,742
44078,2,743
44078,1,747
44078,3,777
44078,2,772
44078,5,778
44078,1,741
44078,2,771
44079,2,754
44079,2,756
44079,2,770
44079,2,768
44079,4,707
44079,3,729
44079,3,755
44079,4,763
44079,2,708
44079,4,761
44079,2,753
44079,1,732
44079,5,714
44079,4,712
44079,1,725
44079,4,765
44079,1,722
44079,2,716
44079,1,738
44079,5,762
44079,1,730
44079,3,726
44079,3,711
44079,5,760
44079,4,715
44079,2,766
44079,2,764
44080,2,709
44081,1,748
44081,2,715
44081,5,775
44081,4,708
44081,1,743
44081,1,716
44081,2,709
44081,2,714
44081,2,741
44081,2,772
44081,3,712
44081,3,776
44081,2,777
44081,4,774
44081,2,745
44081,5,707
44082,1,772
44083,1,758
44083,2,715
44083,2,712
44083,1,770
44084,2,778
44084,2,772
44085,1,762
44085,3,754
44085,2,716
44085,2,761
44085,2,712
44085,2,725
44085,3,708
44085,4,753
44085,3,729
44085,3,763
44085,1,738
44085,1,732
44085,1,715
44085,3,760
44085,1,766
44085,4,711
44085,1,758
44085,4,707
44085,1,768
44085,1,770
44085,2,755
44086,3,771
44086,1,741
44086,10,709
44086,4,773
44086,4,775
44086,5,776
44086,4,772
44086,4,708
44086,5,774
44086,3,714
44086,5,743
44086,4,778
44086,3,748
44086,4,715
44086,10,712
44086,5,707
44086,4,747
44086,10,711
44086,3,716
44086,3,745
44086,3,742
44087,2,749
44087,2,733
44088,1,764
44089,2,770
44089,2,762
44089,1,760
44090,1,761
44090,3,714
44090,7,715
44090,2,758
44090,2,711
44090,2,708
44090,3,716
44090,1,729
44090,2,707
44090,2,725
44090,2,712
44090,2,754
44090,4,762
44091,2,732
44091,2,716
44091,1,711
44091,2,756
44091,2,755
44091,5,707
44091,5,708
44092,1,770
44092,1,765
44092,4,738
44092,2,762
44092,1,760
44092,2,725
44092,4,712
44092,1,758
44093,2,754
44093,1,730
44093,1,756
44093,1,755
44093,2,762
44093,2,763
44093,2,708
44093,2,726
44093,1,711
44093,1,768
44093,6,712
44093,3,770
44093,2,760
44093,6,715
44093,2,758
44093,1,738
44093,2,707
44093,3,714
44093,4,716
44094,2,771
44095,5,773
44095,2,772
44095,4,774
44095,3,775
44095,5,777
44095,1,743
44095,1,741
44095,1,748
44095,2,742
44096,2,777
44096,2,771
44097,1,754
44097,1,760
44097,2,762
44097,4,708
44097,1,715
44097,4,711
44097,1,761
44097,1,770
44097,2,758
44097,4,725
44097,1,707
44097,2,729
44098,2,773
44098,1,775
44098,1,772
44098,1,771
44098,22,709
44098,3,777
44099,1,716
44099,2,755
44099,1,756
44099,2,765
44099,4,753
44099,1,763
44100,6,709
44100,4,778
44100,2,748
44100,2,747
44100,7,776
44100,3,774
44100,2,743
44100,5,745
44100,11,777
44100,3,716
44100,1,773
44100,2,708
44100,6,715
44100,2,714
44100,2,771
44100,3,741
44100,5,712
44100,4,775
44100,4,711
44100,3,772
44100,1,707
44101,1,729
44101,2,761
44101,4,749
44101,1,725
44102,2,758
44102,1,762
44102,3,715
44102,1,770
44102,2,760
44103,4,770
44103,3,762
44103,2,760
44103,1,715
44103,2,712
44104,1,773
44104,1,772
44105,1,773
44105,2,710
44105,1,775
44105,1,777
44106,1,763
44107,3,770
44107,2,765
44107,1,766
44107,4,763
44107,5,760
44107,1,761
44107,1,756
44107,2,758
44107,3,754
44107,1,749
44107,2,722
44107,1,726
44107,1,730
44107,2,732
44107,1,733
44107,1,714
44107,4,715
44107,2,716
44107,1,711
44107,2,707
44107,1,708
44108,1,760
44108,2,758
44109,2,765
44109,2,762
44109,1,761
44109,4,770
44109,4,738
44109,2,715
44109,4,707
44109,2,753
44109,2,754
44109,2,760
44109,1,711
44109,2,758
44109,1,712
44109,2,725
44109,1,729
44110,2,765
44110,4,729
44110,1,714
44110,5,715
44110,3,760
44110,2,770
44110,5,762
44110,1,758
44110,1,711
44110,2,716
44110,5,708
44110,1,738
44110,3,763
44110,1,768
44110,4,756
44110,1,754
44110,2,766
44110,2,761
44110,3,712
44110,3,725
44110,1,732
44110,2,764
44111,1,754
44111,2,716
44111,2,762
44111,1,756
44111,2,755
44111,1,732
44111,2,708
44111,2,765
44111,1,766
44111,3,761
44111,6,712
44111,1,738
44111,2,725
44111,2,715
44111,1,707
44111,2,764
44111,1,729
44111,3,758
44111,1,714
44112,1,771
44112,1,774
44112,8,775
44112,5,776
44112,1,772
44113,4,775
44113,2,709
44113,3,707
44113,2,774
44113,2,712
44113,6,777
44113,2,771
44113,2,711
44113,2,747
44113,8,715
44113,1,743
44113,2,716
44113,1,748
44113,4,778
44113,1,742
44114,1,733
44114,3,760
44114,3,725
44114,2,732
44114,6,762
44114,1,756
44114,3,738
44114,7,770
44114,1,755
44114,2,729
44114,1,764
44114,2,712
44114,2,763
44114,4,768
44114,3,753
44114,1,730
44114,2,765
44114,3,766
44114,4,761
44114,5,758
44114,3,754
44114,1,749
44115,2,777
44115,1,747
44115,1,743
44115,3,707
44115,1,708
44115,3,775
44115,2,771
44115,2,716
44115,7,774
44115,1,748
44115,4,778
44115,3,742
44115,2,712
44115,2,773
44115,2,741
44115,2,711
44115,9,772
44115,2,745
44115,2,714
44116,2,709
44116,2,772
44116,1,771
44116,3,777
44116,1,778
44116,3,773
44117,1,770
44117,2,754
44117,1,768
44117,2,756
44117,1,753
44117,2,755
44117,1,764
44117,2,760
44117,2,738
44117,1,761
44117,1,732
44117,1,762
44117,2,765
44117,1,766
44117,1,725
44117,1,763
44118,1,762
44118,3,761
44118,2,758
44119,6,709
44119,3,711
44119,2,712
44119,4,771
44119,7,773
44119,2,772
44119,3,707
44119,5,774
44119,4,778
44119,3,708
44119,2,777
44120,1,707
44120,2,708
44120,3,714
44120,1,742
44120,2,772
44120,2,775
44120,3,776
44120,4,773
44120,1,748
44120,3,747
44120,1,743
44120,3,712
44120,1,711
44120,2,715
44120,2,716
44121,1,742
44121,1,748
44121,9,771
44121,3,741
44121,2,778
44121,2,774
44121,2,745
44121,2,743
44121,2,772
44121,6,709
44121,2,776
44121,8,773
44121,1,747
44121,3,777
44122,1,777
44122,1,771
44123,1,755
44124,4,763
44124,2,761
44124,1,716
44124,3,758
44124,1,714
44124,1,722
44124,1,753
44124,1,711
44124,1,768
44124,1,730
44124,5,760
44124,1,729
44124,2,756
44124,1,707
44124,1,766
44124,2,764
44124,2,765
44124,2,725
44124,2,708
44124,2,732
44124,4,712
44125,3,712
44125,2,758
44125,2,762
44126,1,776
44126,2,709
44126,1,771
44126,2,772
44126,2,777
44126,3,710
44126,1,773
44127,2,774
44127,1,748
44127,6,742
44127,2,747
44127,1,707
44127,2,711
44127,3,778
44127,1,708
44127,5,776
44127,3,712
44127,6,777
44127,6,775
44127,2,715
44127,1,716
44127,5,772
44127,5,709
44127,4,741
44127,6,773
44127,2,745
44127,2,714
44127,5,771
44127,3,743
44128,3,775
44128,1,774
44128,1,773
44128,1,771
44128,2,708
44128,2,711
44128,4,715
44128,1,778
44128,2,772
44128,1,707
44128,5,712
44129,5,765
44129,3,711
44129,2,762
44129,6,755
44129,3,722
44129,7,761
44129,5,715
44129,3,730
44129,2,764
44129,4,729
44129,5,763
44129,2,766
44129,2,768
44129,6,714
44129,3,738
44129,2,707
44129,1,732
44129,2,749
44129,10,754
44129,3,760
44129,4,716
44129,4,753
44129,3,770
44129,3,756
44129,9,758
44129,1,726
44129,4,733
44129,2,725
44129,3,708
