SalesOrderID,OrderDate,TotalDue
43778,2005-07-20 00:00:00,3756.989
43779,2005-07-20 00:00:00,772.5036
43780,2005-07-21 00:00:00,3953.9884
43781,2005-07-21 00:00:00,3953.9884
43782,2005-07-21 00:00:00,3953.9884
43783,2005-07-21 00:00:00,3953.9884
43784,2005-07-22 00:00:00,3953.9884
43785,2005-07-22 00:00:00,3953.9884
43786,2005-07-22 00:00:00,3953.9884
43787,2005-07-22 00:00:00,3756.989
43788,2005-07-22 00:00:00,3729.364
43789,2005-07-22 00:00:00,3729.364
43790,2005-07-22 00:00:00,3756.989
43791,2005-07-22 00:00:00,3953.9884
43792,2005-07-22 00:00:00,3953.9884
43793,2005-07-22 00:00:00,3756.989
43794,2005-07-22 00:00:00,3756.989
43795,2005-07-23 00:00:00,3953.9884
43796,2005-07-23 00:00:00,772.5036
43797,2005-07-23 00:00:00,3953.9884
43798,2005-07-23 00:00:00,3953.9884
43799,2005-07-23 00:00:00,3953.9884
43800,2005-07-24 00:00:00,3953.9884
43801,2005-07-24 00:00:00,3953.9884
43802,2005-07-24 00:00:00,3953.9884
43803,2005-07-25 00:00:00,3953.9884
43804,2005-07-25 00:00:00,3953.9884
43805,2005-07-25 00:00:00,772.5036
43806,2005-07-25 00:00:00,3953.9884
43807,2005-07-26 00:00:00,3953.9884
43808,2005-07-26 00:00:00,3953.9884
43809,2005-07-26 00:00:00,3953.9884
43810,2005-07-26 00:00:00,3756.989
43811,2005-07-26 00:00:00,3756.989
43812,2005-07-27 00:00:00,3953.9884
43813,2005-07-27 00:00:00,3729.364
43814,2005-07-27 00:00:00,3729.364
43815,2005-07-27 00:00:00,3953.9884
43816,2005-07-27 00:00:00,3953.9884
43817,2005-07-27 00:00:00,3953.9884
43818,2005-07-27 00:00:00,3953.9884
43819,2005-07-27 00:00:00,3756.989
43820,2005-07-28 00:00:00,3953.9884
43821,2005-07-28 00:00:00,3953.9884
43822,2005-07-28 00:00:00,3953.9884
43823,2005-07-28 00:00:00,772.5036
43824,2005-07-28 00:00:00,772.5036
43825,2005-07-28 00:00:00,3953.9884
43826,2005-07-28 00:00:00,3729.364
43827,2005-07-28 00:00:00,772.5036
43828,2005-07-29 00:00:00,3953.9884
43829,2005-07-29 00:00:00,3953.9884
43830,2005-07-29 00:00:00,3953.9884
43831,2005-07-29 00:00:00,3729.364
43832,2005-07-29 00:00:00,3953.9884
43833,2005-07-30 00:00:00,3953.9884
43834,2005-07-30 00:00:00,3729.364
43835,2005-07-30 00:00:00,3729.364
43836,2005-07-30 00:00:00,772.5036
43837,2005-07-30 00:00:00,3729.364
43838,2005-07-31 00:00:00,3953.9884
43839,2005-07-31 00:00:00,3953.9884
43840,2005-07-31 00:00:00,772.5036
43841,2005-07-31 00:00:00,3953.9884
43842,2005-07-31 00:00:00,3953.9884
43843,2005-08-01 00:00:00,37106.2915
43844,2005-08-01 00:00:00,22801.4324
43845,2005-08-01 00:00:00,9661.1367
43846,2005-08-01 00:00:00,1038.5162
43847,2005-08-01 00:00:00,1022.9155
43848,2005-08-01 00:00:00,20571.9592
43849,2005-08-01 00:00:00,23130.2957
43850,2005-08-01 00:00:00,11473.9009
43851,2005-08-01 00:00:00,7638.8584
43852,2005-08-01 00:00:00,2280.1432
43853,2005-08-01 00:00:00,29675.6422
43854,2005-08-01 00:00:00,1970.036
43855,2005-08-01 00:00:00,12382.9248
43856,2005-08-01 00:00:00,2292.84
43857,2005-08-01 00:00:00,8090.9178
43858,2005-08-01 00:00:00,15423.0001
43859,2005-08-01 00:00:00,4404.1073
43860,2005-08-01 00:00:00,12381.0798
43861,2005-08-01 00:00:00,26346.8927
43862,2005-08-01 00:00:00,34922.3602
43863,2005-08-01 00:00:00,1935.4159
43864,2005-08-01 00:00:00,43335.7219
43865,2005-08-01 00:00:00,14860.6446
43866,2005-08-01 00:00:00,4589.8732
43867,2005-08-01 00:00:00,36806.4892
43868,2005-08-01 00:00:00,2417.4793
43869,2005-08-01 00:00:00,55408.1581
43870,2005-08-01 00:00:00,4859.8668
43871,2005-08-01 00:00:00,10580.0803
43872,2005-08-01 00:00:00,13042.6279
43873,2005-08-01 00:00:00,46465.9531
43874,2005-08-01 00:00:00,472.3108
43875,2005-08-01 00:00:00,137343.2877
43876,2005-08-01 00:00:00,8036.8834
43877,2005-08-01 00:00:00,23223.5397
43878,2005-08-01 00:00:00,4594.0664
43879,2005-08-01 00:00:00,24459.114
43880,2005-08-01 00:00:00,17433.1351
43881,2005-08-01 00:00:00,43706.8175
43882,2005-08-01 00:00:00,2280.1432
43883,2005-08-01 00:00:00,20634.6499
43884,2005-08-01 00:00:00,130416.4829
43885,2005-08-01 00:00:00,76.1805
43886,2005-08-01 00:00:00,19543.315
43887,2005-08-01 00:00:00,472.3108
43888,2005-08-01 00:00:00,16255.1776
43889,2005-08-01 00:00:00,2344.3852
43890,2005-08-01 00:00:00,84686.9878
43891,2005-08-01 00:00:00,36672.3922
43892,2005-08-01 00:00:00,18627.7044
43893,2005-08-01 00:00:00,472.3108
43894,2005-08-01 00:00:00,36585.904
43895,2005-08-01 00:00:00,36556.8816
43896,2005-08-01 00:00:00,4891.9878
43897,2005-08-01 00:00:00,57683.2312
43898,2005-08-01 00:00:00,57391.4284
43899,2005-08-01 00:00:00,13449.1563
43900,2005-08-01 00:00:00,38990.6256
43901,2005-08-01 00:00:00,25575
43902,2005-08-01 00:00:00,59486.4175
43903,2005-08-01 00:00:00,22.3061
43904,2005-08-01 00:00:00,12796.5962
43905,2005-08-01 00:00:00,11128.3803
43906,2005-08-01 00:00:00,37121.6273
43907,2005-08-01 00:00:00,16508.0083
43908,2005-08-01 00:00:00,2884.8375
43909,2005-08-01 00:00:00,28723.5473
43910,2005-08-01 00:00:00,21862.8919
43911,2005-08-01 00:00:00,22224.2255
43912,2005-08-01 00:00:00,14730.6466
43913,2005-08-01 00:00:00,41347.1129
43914,2005-08-01 00:00:00,9179.7465
43915,2005-08-01 00:00:00,4560.2864
43916,2005-08-01 00:00:00,44423.5959
43917,2005-08-01 00:00:00,24047.8587
43918,2005-08-01 00:00:00,3953.9884
43919,2005-08-01 00:00:00,3953.9884
43920,2005-08-01 00:00:00,3953.9884
43921,2005-08-01 00:00:00,3953.9884
43922,2005-08-01 00:00:00,3953.9884
43923,2005-08-02 00:00:00,3953.9884
43924,2005-08-02 00:00:00,3953.9884
43925,2005-08-02 00:00:00,3953.9884
43926,2005-08-03 00:00:00,3729.364
43927,2005-08-03 00:00:00,3953.9884
43928,2005-08-03 00:00:00,3953.9884
43929,2005-08-03 00:00:00,772.5036
43930,2005-08-04 00:00:00,3953.9884
43931,2005-08-04 00:00:00,3953.9884
43932,2005-08-04 00:00:00,3953.9884
43933,2005-08-04 00:00:00,3756.989
43934,2005-08-04 00:00:00,3756.989
43935,2005-08-05 00:00:00,772.5036
43936,2005-08-05 00:00:00,3953.9884
43937,2005-08-05 00:00:00,3953.9884
43938,2005-08-05 00:00:00,3953.9884
43939,2005-08-05 00:00:00,3953.9884
43940,2005-08-05 00:00:00,772.5036
43941,2005-08-06 00:00:00,3953.9884
43942,2005-08-06 00:00:00,3953.9884
43943,2005-08-06 00:00:00,772.5036
43944,2005-08-06 00:00:00,3756.989
43945,2005-08-06 00:00:00,3953.9884
43946,2005-08-06 00:00:00,3953.9884
43947,2005-08-06 00:00:00,3953.9884
43948,2005-08-06 00:00:00,3756.989
43949,2005-08-07 00:00:00,3953.9884
43950,2005-08-07 00:00:00,3953.9884
43951,2005-08-07 00:00:00,3953.9884
43952,2005-08-07 00:00:00,3953.9884
43953,2005-08-08 00:00:00,772.5036
43954,2005-08-08 00:00:00,3953.9884
43955,2005-08-08 00:00:00,3953.9884
43956,2005-08-08 00:00:00,3756.989
43957,2005-08-09 00:00:00,3953.9884
43958,2005-08-09 00:00:00,3953.9884
43959,2005-08-09 00:00:00,3729.364
43960,2005-08-09 00:00:00,3729.364
43961,2005-08-10 00:00:00,3953.9884
43962,2005-08-10 00:00:00,3953.9884
43963,2005-08-10 00:00:00,3953.9884
43964,2005-08-10 00:00:00,3953.9884
43965,2005-08-10 00:00:00,3729.364
43966,2005-08-10 00:00:00,3756.989
43967,2005-08-11 00:00:00,3953.9884
43968,2005-08-11 00:00:00,3953.9884
43969,2005-08-11 00:00:00,3953.9884
43970,2005-08-11 00:00:00,3953.9884
43971,2005-08-11 00:00:00,3953.9884
43972,2005-08-12 00:00:00,3953.9884
43973,2005-08-12 00:00:00,3953.9884
43974,2005-08-12 00:00:00,3953.9884
43975,2005-08-12 00:00:00,3953.9884
43976,2005-08-12 00:00:00,3953.9884
43977,2005-08-12 00:00:00,3953.9884
43978,2005-08-13 00:00:00,3953.9884
43979,2005-08-13 00:00:00,772.5036
43980,2005-08-13 00:00:00,3729.364
43981,2005-08-13 00:00:00,3953.9884
43982,2005-08-13 00:00:00,772.5036
43983,2005-08-14 00:00:00,3953.9884
43984,2005-08-14 00:00:00,3953.9884
43985,2005-08-14 00:00:00,3953.9884
43986,2005-08-14 00:00:00,3953.9884
43987,2005-08-15 00:00:00,3953.9884
43988,2005-08-15 00:00:00,3756.989
43989,2005-08-15 00:00:00,3953.9884
43990,2005-08-15 00:00:00,3756.989
43991,2005-08-15 00:00:00,3953.9884
43992,2005-08-15 00:00:00,3953.9884
43993,2005-08-17 00:00:00,3953.9884
43994,2005-08-18 00:00:00,3953.9884
43995,2005-08-18 00:00:00,3953.9884
43996,2005-08-18 00:00:00,3953.9884
43997,2005-08-18 00:00:00,3953.9884
43998,2005-08-18 00:00:00,3729.364
43999,2005-08-18 00:00:00,3953.9884
44000,2005-08-19 00:00:00,3953.9884
44001,2005-08-19 00:00:00,3953.9884
44002,2005-08-19 00:00:00,772.5036
44003,2005-08-19 00:00:00,772.5036
44004,2005-08-19 00:00:00,3953.9884
44005,2005-08-19 00:00:00,772.5036
44006,2005-08-19 00:00:00,3953.9884
44007,2005-08-19 00:00:00,772.5036
44008,2005-08-20 00:00:00,3953.9884
44009,2005-08-20 00:00:00,3953.9884
44010,2005-08-20 00:00:00,3953.9884
44011,2005-08-20 00:00:00,3953.9884
44012,2005-08-20 00:00:00,3729.364
44013,2005-08-20 00:00:00,3953.9884
44014,2005-08-21 00:00:00,3953.9884
44015,2005-08-21 00:00:00,3953.9884
44016,2005-08-21 00:00:00,3729.364
44017,2005-08-21 00:00:00,3953.9884
44018,2005-08-21 00:00:00,3729.364
44019,2005-08-21 00:00:00,3953.9884
44020,2005-08-21 00:00:00,3953.9884
44021,2005-08-21 00:00:00,3729.364
44022,2005-08-22 00:00:00,3953.9884
44023,2005-08-22 00:00:00,3729.364
44024,2005-08-22 00:00:00,3953.9884
44025,2005-08-22 00:00:00,3953.9884
44026,2005-08-22 00:00:00,3953.9884
44027,2005-08-23 00:00:00,3953.9884
44028,2005-08-23 00:00:00,3953.9884
44029,2005-08-23 00:00:00,3729.364
44030,2005-08-24 00:00:00,3953.9884
44031,2005-08-24 00:00:00,3953.9884
44032,2005-08-24 00:00:00,3756.989
44033,2005-08-24 00:00:00,3953.9884
44034,2005-08-24 00:00:00,3953.9884
44035,2005-08-24 00:00:00,3953.9884
44036,2005-08-24 00:00:00,3953.9884
44037,2005-08-24 00:00:00,772.5036
44038,2005-08-24 00:00:00,3756.989
44039,2005-08-25 00:00:00,772.5036
44040,2005-08-25 00:00:00,3729.364
44041,2005-08-25 00:00:00,3953.9884
44042,2005-08-26 00:00:00,3953.9884
44043,2005-08-26 00:00:00,3953.9884
44044,2005-08-26 00:00:00,3953.9884
44045,2005-08-26 00:00:00,3756.989
44046,2005-08-26 00:00:00,3953.9884
44047,2005-08-26 00:00:00,3756.989
44048,2005-08-26 00:00:00,3953.9884
44049,2005-08-27 00:00:00,3953.9884
44050,2005-08-27 00:00:00,3953.9884
44051,2005-08-28 00:00:00,3953.9884
44052,2005-08-28 00:00:00,3953.9884
44053,2005-08-29 00:00:00,772.5036
44054,2005-08-29 00:00:00,3953.9884
44055,2005-08-29 00:00:00,3953.9884
44056,2005-08-29 00:00:00,3953.9884
44057,2005-08-29 00:00:00,772.5036
44058,2005-08-29 00:00:00,3729.364
44059,2005-08-29 00:00:00,3953.9884
44060,2005-08-29 00:00:00,772.5036
44061,2005-08-30 00:00:00,3953.9884
44062,2005-08-30 00:00:00,3953.9884
44063,2005-08-30 00:00:00,3756.989
44064,2005-08-30 00:00:00,3953.9884
44065,2005-08-30 00:00:00,3953.9884
44066,2005-08-30 00:00:00,3756.989
44067,2005-08-30 00:00:00,3953.9884
44068,2005-08-31 00:00:00,3953.9884
44069,2005-08-31 00:00:00,3729.364
44070,2005-08-31 00:00:00,3729.364
44071,2005-08-31 00:00:00,3953.9884
44072,2005-08-31 00:00:00,3953.9884
44073,2005-08-31 00:00:00,3729.364
44074,2005-09-01 00:00:00,950.3979
44075,2005-09-01 00:00:00,29779.1373
44076,2005-09-01 00:00:00,4594.0664
44077,2005-09-01 00:00:00,6872.9758
44078,2005-09-01 00:00:00,31591.9471
44079,2005-09-01 00:00:00,28945.1938
44080,2005-09-01 00:00:00,12.6968
44081,2005-09-01 00:00:00,42277.1383
44082,2005-09-01 00:00:00,2297.0332
44083,2005-09-01 00:00:00,1533.1237
44084,2005-09-01 00:00:00,9154.353
44085,2005-09-01 00:00:00,23244.6509
44086,2005-09-01 00:00:00,83091.6136
44087,2005-09-01 00:00:00,5641.191
44088,2005-09-01 00:00:00,472.3108
44089,2005-09-01 00:00:00,2361.5536
44090,2005-09-01 00:00:00,7487.8626
44091,2005-09-01 00:00:00,5055.9137
44092,2005-09-01 00:00:00,4592.0219
44093,2005-09-01 00:00:00,12021.9591
44094,2005-09-01 00:00:00,4594.0664
44095,2005-09-01 00:00:00,47689.0046
44096,2005-09-01 00:00:00,9154.353
44097,2005-09-01 00:00:00,6796.0326
44098,2005-09-01 00:00:00,18431.4595
44099,2005-09-01 00:00:00,14074.0241
44100,2005-09-01 00:00:00,91512.8507
44101,2005-09-01 00:00:00,11030.0547
44102,2005-09-01 00:00:00,3955.642
44103,2005-09-01 00:00:00,4294.4704
44104,2005-09-01 00:00:00,4594.0664
44105,2005-09-01 00:00:00,6870.0165
44106,2005-09-01 00:00:00,472.3108
44107,2005-09-01 00:00:00,18226.9096
44108,2005-09-01 00:00:00,2442.3468
44109,2005-09-01 00:00:00,15582.1001
44110,2005-09-01 00:00:00,18768.2086
44111,2005-09-01 00:00:00,13108.5134
44112,2005-09-01 00:00:00,36532.9619
44113,2005-09-01 00:00:00,45621.2458
44114,2005-09-01 00:00:00,37706.6125
44115,2005-09-01 00:00:00,75293.7194
44116,2005-09-01 00:00:00,22915.4692
44117,2005-09-01 00:00:00,14537.294
44118,2005-09-01 00:00:00,3859.279
44119,2005-09-01 00:00:00,55277.8557
44120,2005-09-01 00:00:00,30375.6923
44121,2005-09-01 00:00:00,72894.3213
44122,2005-09-01 00:00:00,4577.1764
44123,2005-09-01 00:00:00,985.018
44124,2005-09-01 00:00:00,17387.3963
44125,2005-09-01 00:00:00,2931.9869
44126,2005-09-01 00:00:00,16060.3046
44127,2005-09-01 00:00:00,102525.9874
44128,2005-09-01 00:00:00,20874.6359
44129,2005-09-01 00:00:00,62725.3407
44130,2005-09-01 00:00:00,39881.9747
44131,2005-09-01 00:00:00,23095.3463
44132,2005-09-01 00:00:00,4560.2864
44133,2005-09-01 00:00:00,28927.0463
44134,2005-09-01 00:00:00,3953.9884
44135,2005-09-01 00:00:00,3953.9884
44136,2005-09-01 00:00:00,3953.9884
44137,2005-09-01 00:00:00,3953.9884
44138,2005-09-02 00:00:00,3953.9884
44139,2005-09-02 00:00:00,3953.9884
44140,2005-09-02 00:00:00,3953.9884
44141,2005-09-02 00:00:00,3953.9884
44142,2005-09-02 00:00:00,3953.9884
44143,2005-09-02 00:00:00,3953.9884
44144,2005-09-02 00:00:00,3953.9884
44145,2005-09-02 00:00:00,3953.9884
44146,2005-09-02 00:00:00,3953.9884
44147,2005-09-02 00:00:00,3953.9884
44148,2005-09-03 00:00:00,3953.9884
44149,2005-09-03 00:00:00,3953.9884
44150,2005-09-03 00:00:00,3953.9884
44151,2005-09-03 00:00:00,772.5036
44152,2005-09-04 00:00:00,3756.989
44153,2005-09-04 00:00:00,3953.9884
44154,2005-09-04 00:00:00,3953.9884
44155,2005-09-04 00:00:00,3953.9884
44156,2005-09-04 00:00:00,3756.989
44157,2005-09-04 00:00:00,3953.9884
44158,2005-09-05 00:00:00,3953.9884
44159,2005-09-05 00:00:00,3953.9884
44160,2005-09-05 00:00:00,3953.9884
44161,2005-09-06 00:00:00,3953.9884
44162,2005-09-06 00:00:00,3953.9884
44163,2005-09-06 00:00:00,3953.9884
44164,2005-09-06 00:00:00,3953.9884
44165,2005-09-06 00:00:00,3953.9884
44166,2005-09-06 00:00:00,772.5036
44167,2005-09-06 00:00:00,3953.9884
44168,2005-09-07 00:00:00,3953.9884
44169,2005-09-07 00:00:00,3953.9884
44170,2005-09-07 00:00:00,3953.9884
44171,2005-09-07 00:00:00,3953.9884
44172,2005-09-07 00:00:00,772.5036
44173,2005-09-08 00:00:00,3953.9884
44174,2005-09-08 00:00:00,3953.9884
44175,2005-09-08 00:00:00,3953.9884
44176,2005-09-09 00:00:00,3953.9884
44177,2005-09-09 00:00:00,3729.364
44178,2005-09-09 00:00:00,3953.9884
44179,2005-09-09 00:00:00,3729.364
44180,2005-09-09 00:00:00,3756.989
44181,2005-09-09 00:00:00,3953.9884
44182,2005-09-09 00:00:00,3953.9884
44183,2005-09-10 00:00:00,3953.9884
44184,2005-09-10 00:00:00,3953.9884
44185,2005-09-10 00:00:00,3953.9884
44186,2005-09-12 00:00:00,3756.989
44187,2005-09-12 00:00:00,3953.9884
44188,2005-09-13 00:00:00,772.5036
44189,2005-09-13 00:00:00,772.5036
44190,2005-09-13 00:00:00,3729.364
44191,2005-09-13 00:00:00,3953.9884
44192,2005-09-14 00:00:00,3953.9884
44193,2005-09-14 00:00:00,3953.9884
44194,2005-09-14 00:00:00,3953.9884
44195,2005-09-14 00:00:00,3953.9884
44196,2005-09-14 00:00:00,3953.9884
44197,2005-09-15 00:00:00,3953.9884
44198,2005-09-15 00:00:00,3953.9884
44199,2005-09-15 00:00:00,3953.9884
44200,2005-09-15 00:00:00,3953.9884
44201,2005-09-16 00:00:00,3953.9884
44202,2005-09-16 00:00:00,3953.9884
44203,2005-09-16 00:00:00,3953.9884
44204,2005-09-16 00:00:00,772.5036
44205,2005-09-16 00:00:00,3953.9884
44206,2005-09-17 00:00:00,3756.989
44207,2005-09-17 00:00:00,3953.9884
44208,2005-09-17 00:00:00,3756.989
44209,2005-09-17 00:00:00,3953.9884
44210,2005-09-18 00:00:00,3953.9884
44211,2005-09-18 00:00:00,3953.9884
44212,2005-09-18 00:00:00,3953.9884
44213,2005-09-18 00:00:00,3953.9884
44214,2005-09-18 00:00:00,3953.9884
44215,2005-09-19 00:00:00,3953.9884
44216,2005-09-19 00:00:00,3953.9884
44217,2005-09-19 00:00:00,3953.9884
44218,2005-09-19 00:00:00,3953.9884
44219,2005-09-19 00:00:00,772.5036
44220,2005-09-19 00:00:00,3756.989
44221,2005-09-19 00:00:00,3953.9884
44222,2005-09-19 00:00:00,3953.9884
44223,2005-09-20 00:00:00,3953.9884
44224,2005-09-20 00:00:00,3953.9884
44225,2005-09-21 00:00:00,772.5036
44226,2005-09-21 00:00:00,3953.9884
44227,2005-09-21 00:00:00,3729.364
44228,2005-09-21 00:00:00,3756.989
44229,2005-09-21 00:00:00,3756.989
44230,2005-09-21 00:00:00,3953.9884
44231,2005-09-21 00:00:00,772.5036
44232,2005-09-21 00:00:00,3953.9884
44233,2005-09-22 00:00:00,3953.9884
44234,2005-09-22 00:00:00,3953.9884
44235,2005-09-22 00:00:00,3953.9884
44236,2005-09-22 00:00:00,3953.9884
44237,2005-09-22 00:00:00,3953.9884
44238,2005-09-22 00:00:00,3953.9884
44239,2005-09-23 00:00:00,3953.9884
44240,2005-09-23 00:00:00,3953.9884
44241,2005-09-23 00:00:00,3953.9884
44242,2005-09-23 00:00:00,3953.9884
44243,2005-09-23 00:00:00,3953.9884
44244,2005-09-23 00:00:00,3953.9884
44245,2005-09-23 00:00:00,772.5036
44246,2005-09-24 00:00:00,3953.9884
44247,2005-09-24 00:00:00,3953.9884
44248,2005-09-24 00:00:00,3953.9884
44249,2005-09-25 00:00:00,3953.9884
44250,2005-09-25 00:00:00,3953.9884
44251,2005-09-25 00:00:00,3953.9884
44252,2005-09-26 00:00:00,3953.9884
44253,2005-09-26 00:00:00,3953.9884
44254,2005-09-26 00:00:00,3953.9884
44255,2005-09-26 00:00:00,772.5036
44256,2005-09-26 00:00:00,3953.9884
44257,2005-09-27 00:00:00,3953.9884
44258,2005-09-27 00:00:00,3953.9884
44259,2005-09-27 00:00:00,3953.9884
44260,2005-09-27 00:00:00,3953.9884
44261,2005-09-27 00:00:00,3953.9884
44262,2005-09-27 00:00:00,772.5036
44263,2005-09-27 00:00:00,3953.9884
44264,2005-09-27 00:00:00,3953.9884
44265,2005-09-27 00:00:00,772.5036
44266,2005-09-27 00:00:00,772.5036
44267,2005-09-28 00:00:00,772.5036
44268,2005-09-28 00:00:00,3953.9884
44269,2005-09-29 00:00:00,772.5036
44270,2005-09-30 00:00:00,3953.9884
44271,2005-09-30 00:00:00,3953.9884
44272,2005-09-30 00:00:00,3953.9884
44273,2005-09-30 00:00:00,3953.9884
44274,2005-09-30 00:00:00,3953.9884
44275,2005-09-30 00:00:00,3953.9884
44276,2005-09-30 00:00:00,3953.9884
44277,2005-09-30 00:00:00,3953.9884
44278,2005-09-30 00:00:00,3953.9884
44279,2005-09-30 00:00:00,3953.9884
44280,2005-10-01 00:00:00,64.242
44281,2005-10-01 00:00:00,472.3108
44282,2005-10-01 00:00:00,45433.9629
44283,2005-10-01 00:00:00,49297.608
44284,2005-10-01 00:00:00,98932.197
44285,2005-10-01 00:00:00,65037.6996
44286,2005-10-01 00:00:00,6236.3616
44287,2005-10-01 00:00:00,18344.6411
44288,2005-10-01 00:00:00,49346.3436
44289,2005-10-01 00:00:00,4596.2216
44290,2005-10-01 00:00:00,4331.5897
44291,2005-10-01 00:00:00,5093.9316
44292,2005-10-01 00:00:00,3865.0555
44293,2005-10-01 00:00:00,27005.1224
44294,2005-10-01 00:00:00,69900.1415
44295,2005-10-01 00:00:00,10668.6138
44296,2005-10-01 00:00:00,36463.5495
44297,2005-10-01 00:00:00,11519.8817
44298,2005-10-01 00:00:00,31153.3874
44299,2005-10-01 00:00:00,35609.3132
